Row_Num,Brough,Block,Lot,maybe_issue
3444,BRONX,2746,15,
3445,BRONX,2746,15,
3446,BRONX,2742,7501,
3447,BRONX,2746,15,
3448,BRONX,2742,7501,
3449,BRONX,2993,29,
3450,BRONX,2753,24,
3451,BRONX,2758,29,
3452,BRONX,2681,30,
3453,BRONX,2974,23,
3454,BRONX,2728,19,
3455,BRONX,2704,16,
3459,BRONX,2705,7,
3460,BRONX,2700,62,
3461,BRONX,2700,53,
3462,BRONX,2692,68,
3463,BRONX,2706,1,
3464,BRONX,2706,46,
3465,BRONX,2692,48,
3466,BRONX,2976,7,
3467,BRONX,2709,30,
3468,BRONX,2709,129,
3469,BRONX,2709,29,
3470,BRONX,2709,28,
3471,BRONX,2703,7,
3472,BRONX,2703,30,
3473,BRONX,2703,32,
3474,BRONX,2699,52,
3475,BRONX,2699,48,
3476,BRONX,2704,12,
3477,BRONX,2962,64,
3478,BRONX,2965,100,
3479,BRONX,2976,60,
3480,BRONX,2705,51,
3481,BRONX,2705,50,
3482,BRONX,2705,48,
3483,BRONX,2716,31,
3484,BRONX,2711,5,
3485,BRONX,2711,6,
3486,BRONX,2711,7,
3487,BRONX,2703,20,
3488,BRONX,2711,8,
3489,BRONX,2711,10,
3490,BRONX,2703,18,
3491,BRONX,2703,50,
3492,BRONX,2704,37,
3493,BRONX,2754,49,
3494,BRONX,2754,48,
3495,BRONX,2758,8,
3496,BRONX,2754,44,
3497,BRONX,2754,137,
3498,BRONX,2754,136,
3499,BRONX,2754,135,
3500,BRONX,2993,46,
3501,BRONX,2721,41,
3502,BRONX,2688,48,
3503,BRONX,2688,53,
3507,BRONX,2688,54,
3508,BRONX,2689,44,
3509,BRONX,2696,1,
3510,BRONX,2707,63,
3511,BRONX,2976,20,
3512,BRONX,2976,60,
3513,BRONX,2970,43,
3514,BRONX,2970,34,
3515,BRONX,2970,47,
3516,BRONX,2970,31,
3517,BRONX,2970,49,
3518,BRONX,2680,79,
3519,BRONX,2680,77,
3520,BRONX,2693,7502,
3521,BRONX,2693,20,
3522,BRONX,2681,26,
3523,BRONX,2681,24,
3524,BRONX,2681,23,
3525,BRONX,2968,8,
3526,BRONX,2968,12,
3527,BRONX,2968,14,
3528,BRONX,2968,17,
3529,BRONX,2971,10,
3530,BRONX,2971,12,
3531,BRONX,2971,14,
3532,BRONX,2971,16,
3533,BRONX,2971,18,
3534,BRONX,2971,19,
3535,BRONX,2962,44,
3536,BRONX,2963,5,
3537,BRONX,2962,42,
3538,BRONX,2963,7,
3539,BRONX,2963,8,
3540,BRONX,2963,9,
3541,BRONX,2962,38,
3542,BRONX,2963,10,
3543,BRONX,2690,7502,
3544,BRONX,2690,22,
3545,BRONX,2677,74,
3546,BRONX,2690,105,
3547,BRONX,2690,107,
3548,BRONX,2678,63,
3549,BRONX,2690,114,
3550,BRONX,2690,126,
3551,BRONX,2691,122,
3555,BRONX,2691,49,
3556,BRONX,2691,149,
3557,BRONX,2691,150,
3558,BRONX,2691,151,
3559,BRONX,2691,158,
3560,BRONX,2691,159,
3561,BRONX,2691,160,
3562,BRONX,2693,43,
3563,BRONX,2970,73,
3564,BRONX,2973,54,
3565,BRONX,2690,147,
3566,BRONX,2697,10,
3567,BRONX,2697,15,
3568,BRONX,2696,103,
3569,BRONX,2699,32,
3570,BRONX,2726,66,
3571,BRONX,2728,16,
3572,BRONX,2975,13,
3573,BRONX,2723,29,
3574,BRONX,2724,101,
3575,BRONX,2724,1,
3576,BRONX,2724,164,
3577,BRONX,2724,161,
3578,BRONX,2724,160,
3579,BRONX,2724,158,
3580,BRONX,2724,155,
3581,BRONX,2743,11,
3582,BRONX,2743,13,
3583,BRONX,2743,19,
3584,BRONX,2744,11,
3585,BRONX,2744,21,
3586,BRONX,2979,2,
3587,BRONX,2975,37,
3588,BRONX,2979,6,
3589,BRONX,2979,11,
3590,BRONX,2979,12,
3591,BRONX,2980,7501,
3592,BRONX,2976,92,
3593,BRONX,2976,87,
3594,BRONX,2980,28,
3595,BRONX,2976,82,
3596,BRONX,2721,40,
3597,BRONX,2732,8,
3598,BRONX,2732,26,
3599,BRONX,2733,4,
3603,BRONX,2723,66,
3604,BRONX,2742,27,
3605,BRONX,2742,29,
3606,BRONX,2742,37,
3607,BRONX,2724,167,
3608,BRONX,2691,67,
3609,BRONX,2973,53,
3610,BRONX,2964,21,
3611,BRONX,2696,75,
3612,BRONX,2696,95,
3613,BRONX,2698,84,
3614,BRONX,2718,17,
3615,BRONX,2706,60,
3616,BRONX,2718,21,
3617,BRONX,2706,50,
3618,BRONX,2681,5,
3619,BRONX,2681,6,
3620,BRONX,0,0,
3621,BRONX,2681,8,
3622,BRONX,2968,29,
3623,BRONX,2968,31,
3624,BRONX,2961,40,
3625,BRONX,2668,33,
3626,BRONX,2669,47,
3627,BRONX,2669,44,
3628,BRONX,2669,42,
3629,BRONX,2752,8,
3630,BRONX,2744,45,
3631,BRONX,2751,10,
3632,BRONX,2751,12,
3633,BRONX,2744,63,
3634,BRONX,2754,5,
3635,BRONX,2754,25,
3636,BRONX,2754,27,
3637,BRONX,2751,41,
3638,BRONX,2751,36,
3639,BRONX,2757,14,
3640,BRONX,2690,7501,
3641,BRONX,2697,35,
3642,BRONX,2703,7501,
3643,BRONX,2715,35,
3644,BRONX,4017,20,
3645,BRONX,3920,29,
3646,BRONX,3920,29,
3647,BRONX,3920,24,
3651,BRONX,3923,39,
3652,BRONX,4025,3,
3653,BRONX,4025,4,
3654,BRONX,3899,10,
3655,BRONX,3899,13,
3656,BRONX,3899,16,
3657,BRONX,3899,19,
3658,BRONX,3899,22,
3659,BRONX,3899,25,
3660,BRONX,3899,28,
3661,BRONX,3899,31,
3662,BRONX,3920,33,
3663,BRONX,3920,36,
3664,BRONX,3920,39,
3665,BRONX,3920,42,
3666,BRONX,3920,1,
3667,BRONX,3924,7,
3668,BRONX,3013,7501,
3669,BRONX,2963,53,
3670,BRONX,2963,54,
3671,BRONX,2963,55,
3672,BRONX,2965,51,
3673,BRONX,2978,175,
3674,BRONX,2978,177,
3675,BRONX,2978,179,
3676,BRONX,3119,60,
3677,BRONX,3119,64,
3678,BRONX,3125,40,
3679,BRONX,2995,47,
3680,BRONX,2995,38,
3681,BRONX,3001,6,
3682,BRONX,3001,7,
3683,BRONX,3001,9,
3684,BRONX,2996,27,
3685,BRONX,3001,20,
3686,BRONX,2997,46,
3687,BRONX,2997,42,
3688,BRONX,3002,23,
3689,BRONX,2998,166,
3690,BRONX,3005,77,
3691,BRONX,3914,40,
3692,BRONX,3915,14,
3693,BRONX,3917,28,
3694,BRONX,2939,1,
3695,BRONX,2940,1,
3699,BRONX,2940,6,
3700,CROTONA PARK,2940,19,
3701,BRONX,2940,38,
3702,BRONX,2985,13,
3703,BRONX,2985,23,
3704,BRONX,2985,31,
3705,BRONX,2985,38,
3706,BRONX,3118,33,
3707,BRONX,3118,156,
3708,BRONX,3119,29,
3709,BRONX,3119,7,
3710,BRONX,3119,52,
3711,BRONX,3119,58,
3712,BRONX,2952,12,
3713,BRONX,2952,9,
3714,BRONX,2952,5,
3715,BRONX,2957,11,
3716,BRONX,2957,9,
3717,BRONX,2957,1,
3718,BRONX,2957,38,
3719,BRONX,2992,43,
3720,BRONX,3121,58,
3721,BRONX,3127,46,
3722,BRONX,3122,52,
3723,BRONX,3128,5,
3724,BRONX,3125,30,
3725,BRONX,2981,25,
3726,BRONX,2982,50,
3727,BRONX,2939,100,
3728,BRONX,2940,72,
3729,BRONX,2978,205,
3730,BRONX,2978,203,
3731,BRONX,2982,27,
3732,BRONX,2996,23,
3733,BRONX,2997,46,
3734,BRONX,3002,47,
3735,BRONX,3010,25,
3736,BRONX,2983,23,
3737,BRONX,2990,22,
3738,BRONX,2991,30,
3739,BRONX,2953,1,
3740,BRONX,2952,46,
3741,BRONX,2957,23,
3742,BRONX,2957,34,
3743,BRONX,2958,50,
3747,BRONX,3107,13,
3748,BRONX,3107,131,
3749,BRONX,3123,1,
3750,BRONX,3121,14,
3751,BRONX,3123,5,
3752,BRONX,3123,6,
3753,BRONX,3123,7,
3754,BRONX,3123,8,
3755,BRONX,3123,30,
3756,BRONX,3121,38,
3757,BRONX,3121,44,
3758,BRONX,3121,46,
3759,BRONX,3122,82,
3760,BRONX,3140,2,
3761,BRONX,3107,16,
3762,BRONX,3123,79,
3763,BRONX,3123,77,
3764,BRONX,3122,16,
3765,BRONX,3127,43,
3766,BRONX,3127,16,
3767,BRONX,3127,37,
3768,BRONX,3127,20,
3769,BRONX,3127,33,
3770,BRONX,4008,30,
3771,BRONX,3123,53,
3772,BRONX,3128,1,
3773,BRONX,3111,9,
3774,BRONX,3111,10,
3775,BRONX,3124,42,
3776,BRONX,3124,39,
3777,BRONX,3125,12,
3778,BRONX,3128,9,
3779,BRONX,3128,13,
3780,BRONX,3133,111,
3781,BRONX,3133,13,
3782,BRONX,3134,35,
3783,BRONX,3134,33,
3784,BRONX,3133,18,
3785,BRONX,3134,28,
3786,BRONX,3110,63,
3787,BRONX,3114,1,
3788,BRONX,3114,35,
3789,BRONX,3114,77,
3790,BRONX,3114,75,
3791,BRONX,3114,73,
3795,BRONX,3005,82,
3796,BRONX,3906,55,
3797,BRONX,3909,8,
3798,BRONX,4007,15,
3799,BRONX,4007,5,
3800,BRONX,3909,81,
3801,BRONX,2960,66,
3802,BRONX,3130,2,
3803,BRONX,2955,17,
3804,BRONX,2955,18,
3805,BRONX,2960,155,
3806,BRONX,2960,153,
3807,BRONX,2960,28,
3808,BRONX,2960,152,
3809,BRONX,2960,151,
3810,BRONX,2960,150,
3811,BRONX,2960,149,
3812,BRONX,2960,148,
3813,BRONX,2960,147,
3814,BRONX,2960,144,
3815,BRONX,2960,143,
3816,BRONX,2960,39,
3817,BRONX,2955,44,
3818,BRONX,2955,40,
3819,BRONX,2955,36,
3820,BRONX,2960,17,
3821,BRONX,2960,111,
3822,BRONX,2960,1,
3823,BRONX,4029,14,
3824,BRONX,4029,13,
3825,BRONX,4029,10,
3826,BRONX,3112,25,
3827,BRONX,3112,30,
3828,BRONX,3100,1,
3829,BRONX,4024,10,
3830,BRONX,3113,7,
3831,BRONX,2981,46,
3832,BRONX,2988,4,
3833,BRONX,2988,16,
3834,BRONX,2990,21,
3835,BRONX,2983,28,
3836,BRONX,3123,56,
3837,BRONX,3125,3,
3838,BRONX,3124,66,
3839,BRONX,2987,25,
3843,BRONX,4007,7501,
3844,BRONX,4007,37,
3845,BRONX,4008,34,
3846,BRONX,3922,32,
3847,BRONX,3923,47,
3848,BRONX,3923,48,
3849,BRONX,3923,50,
3850,BRONX,3923,51,
3851,BRONX,3923,53,
3852,BRONX,3923,54,
3853,BRONX,3923,64,
3854,BRONX,3927,27,
3855,BRONX,3008,15,
3856,BRONX,3008,17,
3857,BRONX,3008,19,
3858,BRONX,3106,26,
3859,BRONX,3108,2,
3860,BRONX,3108,4,
3861,BRONX,3111,49,
3862,BRONX,2952,1,
3863,BRONX,2952,53,
3864,BRONX,2953,48,
3865,BRONX,2956,34,
3866,BRONX,3117,106,
3867,BRONX,3107,34,
3868,BRONX,3117,107,
3869,BRONX,3117,108,
3870,BRONX,3117,109,
3871,BRONX,3108,44,
3872,BRONX,4023,141,
3873,BRONX,4023,142,
3874,BRONX,4023,143,
3875,BRONX,4023,144,
3876,BRONX,4019,23,
3877,BRONX,4019,19,
3878,BRONX,2977,134,
3879,BRONX,2977,144,
3880,BRONX,2977,146,
3881,BRONX,2958,20,
3882,BRONX,3118,33,
3883,BRONX,3123,44,
3884,BRONX,3123,46,
3885,BRONX,3118,29,
3886,BRONX,3119,21,
3887,BRONX,3119,66,
3891,BRONX,4016,9,
3892,BRONX,4020,8,
3893,BRONX,4021,8,
3894,BRONX,4030,5,
3895,BRONX,3895,1,
3896,BRONX,3895,67,
3897,BRONX,3895,65,
3898,BRONX,3917,10,
3899,BRONX,2978,202,
3900,BRONX,2978,200,
3901,BRONX,2978,198,
3902,BRONX,2984,7501,
3903,BRONX,2940,40,
3904,BRONX,2960,3,
3905,BRONX,2960,40,
3906,BRONX,2960,44,
3907,BRONX,2960,73,
3908,BRONX,3117,115,
3909,BRONX,3117,114,
3910,BRONX,3117,113,
3911,BRONX,3117,111,
3912,BRONX,3108,38,
3913,BRONX,3111,65,
3914,BRONX,3114,33,
3915,BRONX,3114,31,
3916,BRONX,3114,71,
3917,BRONX,3899,55,
3918,BRONX,3899,52,
3919,BRONX,3899,49,
3920,BRONX,3900,25,
3921,BRONX,3899,46,
3922,BRONX,3900,28,
3923,BRONX,3899,43,
3924,BRONX,3900,31,
3925,BRONX,3899,40,
3926,BRONX,3900,33,
3927,BRONX,3899,38,
3928,BRONX,3899,37,
3929,BRONX,3920,21,
3930,BRONX,3920,18,
3931,BRONX,3920,16,
3932,BRONX,3920,13,
3933,BRONX,3920,10,
3934,BRONX,3920,5,
3935,BRONX,3925,25,
3939,BRONX,3925,28,
3940,BRONX,4023,16,
3941,BRONX,4023,8,
3942,BRONX,4020,22,
3943,BRONX,3922,39,
3944,BRONX,3922,43,
3945,BRONX,3926,24,
3946,BRONX,3925,18,
3947,BRONX,3926,31,
3948,BRONX,4019,35,
3949,BRONX,4019,1,
3950,BRONX,4016,11,
3951,BRONX,4021,29,
3952,BRONX,4030,31,
3953,BRONX,2995,20,
3954,BRONX,2996,1,
3955,BRONX,2996,8,
3956,BRONX,2996,18,
3957,BRONX,2996,20,
3958,BRONX,2996,22,
3959,BRONX,2991,93,
3960,BRONX,2991,91,
3961,BRONX,2998,14,
3962,BRONX,3005,7,
3963,BRONX,2992,52,
3964,BRONX,3126,1,
3965,BRONX,3132,14,
3966,BRONX,3127,80,
3967,BRONX,3127,79,
3968,BRONX,3132,19,
3969,BRONX,3127,75,
3970,BRONX,3132,21,
3971,BRONX,3127,73,
3972,BRONX,3132,23,
3973,BRONX,3132,25,
3974,BRONX,3128,29,
3975,BRONX,3128,27,
3976,BRONX,3129,29,
3977,BRONX,3134,1,
3978,BRONX,3130,20,
3979,BRONX,3130,20,
3980,BRONX,3130,20,
3981,BRONX,3131,20,
3982,BRONX,3131,20,
3983,BRONX,3136,1,
3987,BRONX,3136,1,
3988,BRONX,2958,62,
3989,BRONX,3906,1,
3990,BRONX,3906,10,
3991,BRONX,3906,91,
3992,BRONX,4199,37,
3993,BRONX,5312,160,
3994,BRONX,3984,1,
3995,BRONX,4002,56,
3996,BRONX,4002,23,
3997,BRONX,5333,69,
3998,BRONX,5333,68,
3999,BRONX,5333,67,
4000,BRONX,5333,66,
4001,BRONX,5334,35,
4002,BRONX,5403,25,
4003,BRONX,4174,10,
4004,BRONX,4178,26,
4005,BRONX,4178,25,
4006,BRONX,4178,24,
4007,BRONX,4178,19,
4008,BRONX,4178,10,
4009,BRONX,4178,5,
4010,BRONX,4162,32,
4011,BRONX,4196,34,
4012,BRONX,4176,1,
4013,BRONX,4176,3,
4014,BRONX,4196,30,
4015,BRONX,4177,7,
4016,BRONX,4178,2,
4017,BRONX,4249,42,
4018,BRONX,4249,39,
4019,BRONX,4252,25,
4020,BRONX,4248,48,
4021,BRONX,4248,36,
4022,BRONX,4248,35,
4023,BRONX,4248,34,
4024,BRONX,4248,33,
4025,BRONX,4252,9,
4026,BRONX,4246,20,
4027,BRONX,5363,23,
4028,BRONX,5400,146,
4029,BRONX,4168,22,
4030,BRONX,3992,9,
4031,BRONX,5378,40,
4035,BRONX,4245,8,
4036,BRONX,4247,40,
4037,BRONX,4248,26,
4038,BRONX,4251,1,
4039,BRONX,4251,41,
4040,BRONX,4249,25,
4041,BRONX,5371,54,
4042,BRONX,5371,60,
4043,BRONX,4221,1,
4044,BRONX,5394,1,
4045,BRONX,4165,108,
4046,BRONX,4158,46,
4047,BRONX,4158,45,
4048,BRONX,4158,34,
4049,BRONX,4194,3,
4050,BRONX,4193,45,
4051,BRONX,4234,125,
4052,BRONX,5371,12,
4053,BRONX,5371,13,
4054,BRONX,5371,14,
4055,BRONX,5348,38,
4056,BRONX,5348,37,
4057,BRONX,5384,10,
4058,BRONX,4328,30,
4059,BRONX,4328,23,
4060,BRONX,4329,12,
4061,BRONX,3977,42,
4062,BRONX,3977,37,
4063,BRONX,3977,35,
4064,BRONX,3982,7,
4065,BRONX,3982,16,
4066,BRONX,3985,33,
4067,BRONX,3985,31,
4068,BRONX,3985,28,
4069,BRONX,3985,27,
4070,BRONX,3996,38,
4071,BRONX,5391,146,
4072,BRONX,5391,145,
4073,BRONX,5396,1,
4074,BRONX,4066,24,
4075,BRONX,4066,23,
4076,BRONX,4130,21,
4077,BRONX,4131,61,
4078,BRONX,4272,44,
4079,BRONX,4272,46,
4083,BRONX,4075,31,
4084,BRONX,3845,43,
4085,BRONX,3845,43,
4086,BRONX,5373,20,
4087,BRONX,5373,22,
4088,BRONX,4112,21,
4089,BRONX,3846,17,
4090,BRONX,3846,16,
4091,BRONX,4168,1,
4092,BRONX,4168,45,
4093,BRONX,4168,31,
4094,BRONX,4170,46,
4095,BRONX,4175,1,
4096,BRONX,4194,39,
4097,BRONX,4195,8,
4098,BRONX,4195,10,
4099,BRONX,4234,52,
4100,BRONX,4234,37,
4101,BRONX,4234,36,
4102,BRONX,4234,35,
4103,BRONX,4234,34,
4104,BRONX,4240,31,
4105,BRONX,4068,1,
4106,BRONX,4328,15,
4107,BRONX,4328,11,
4108,BRONX,5385,9,
4109,BRONX,4153,8,
4110,BRONX,4154,1,
4111,BRONX,4154,15,
4112,BRONX,4154,16,
4113,BRONX,5401,19,
4114,BRONX,4175,7,
4115,BRONX,5348,32,
4116,BRONX,5348,33,
4117,BRONX,5350,36,
4118,BRONX,4271,1,
4119,BRONX,4305,4,
4120,BRONX,3997,13,
4121,BRONX,3997,23,
4122,BRONX,3998,22,
4123,BRONX,3997,30,
4124,BRONX,3993,45,
4125,BRONX,3999,1,
4126,BRONX,4002,20,
4127,BRONX,4002,41,
4131,BRONX,4173,29,
4132,BRONX,4176,7,
4133,BRONX,4177,1,
4134,BRONX,4196,28,
4135,BRONX,4196,18,
4136,BRONX,5373,33,
4137,BRONX,5388,9,
4138,BRONX,4156,1,
4139,BRONX,5402,58,
4140,BRONX,5386,17,
4141,BRONX,4165,3,
4142,BRONX,5401,7501,
4143,BRONX,4174,24,
4144,BRONX,4161,1,
4145,BRONX,3980,133,
4146,BRONX,3980,132,
4147,BRONX,3980,34,
4148,BRONX,3980,33,
4149,BRONX,3982,35,
4150,BRONX,3982,28,
4151,BRONX,4002,38,
4152,BRONX,4198,1,
4153,BRONX,4067,8,
4154,BRONX,4067,9,
4155,BRONX,4067,10,
4156,BRONX,4067,11,
4157,BRONX,4332,5,
4158,BRONX,4310,1,
4159,BRONX,4310,8,
4160,BRONX,4222,28,
4161,BRONX,4222,46,
4162,BRONX,4250,26,
4163,BRONX,4252,17,
4164,BRONX,4163,8,
4165,BRONX,4163,10,
4166,BRONX,4162,1,
4167,BRONX,4162,41,
4168,BRONX,5394,18,
4169,BRONX,5394,17,
4170,BRONX,5394,14,
4171,BRONX,4165,1,
4172,BRONX,5331,28,
4173,BRONX,4273,34,
4174,BRONX,4222,93,
4175,BRONX,4170,1,
4179,BRONX,4176,34,
4180,BRONX,4172,7,
4181,BRONX,4177,30,
4182,BRONX,4174,5,
4183,BRONX,5385,13,
4184,BRONX,3973,36,
4185,BRONX,3974,4,
4186,BRONX,3973,35,
4187,BRONX,3973,32,
4188,BRONX,3973,30,
4189,BRONX,3975,39,
4190,BRONX,3979,24,
4191,BRONX,4247,57,
4192,BRONX,3985,5,
4193,BRONX,3979,71,
4194,BRONX,4077,52,
4195,BRONX,4194,25,
4196,BRONX,4194,32,
4197,BRONX,3996,41,
4198,BRONX,3996,39,
4199,BRONX,4077,34,
4200,BRONX,4107,37,
4201,BRONX,3973,27,
4202,BRONX,3976,49,
4203,BRONX,3980,7,
4204,BRONX,3982,1,
4205,BRONX,3980,20,
4206,BRONX,5346,6,
4207,BRONX,5347,14,
4208,BRONX,5347,17,
4209,BRONX,5351,6,
4210,BRONX,5383,34,
4211,BRONX,3846,4,
4212,BRONX,3846,5,
4213,BRONX,3846,6,
4214,BRONX,3846,7,
4215,BRONX,3846,8,
4216,BRONX,3846,9,
4217,BRONX,3846,10,
4218,BRONX,3846,11,
4219,BRONX,3980,1,
4220,BRONX,3980,138,
4221,BRONX,4235,55,
4222,BRONX,4237,4,
4223,BRONX,4237,5,
4227,BRONX,4073,1,
4228,BRONX,4240,44,
4229,BRONX,4235,30,
4230,BRONX,4235,32,
4231,BRONX,4245,26,
4232,BRONX,4238,11,
4233,BRONX,4238,15,
4234,BRONX,4238,18,
4235,BRONX,4238,27,
4236,BRONX,4080,7,
4237,BRONX,4087,33,
4238,BRONX,4087,25,
4239,BRONX,4111,60,
4240,BRONX,4107,17,
4241,BRONX,4132,26,
4242,BRONX,4132,17,
4243,BRONX,4273,13,
4244,BRONX,4274,64,
4245,BRONX,4197,11,
4246,BRONX,4199,32,
4247,BRONX,4111,34,
4248,BRONX,4254,7,
4249,BRONX,3937,7501,
4250,BRONX,3937,7501,
4251,BRONX,3937,7501,
4252,BRONX,3937,7501,
4253,BRONX,3937,7501,
4254,BRONX,4293,5,
4255,BRONX,4293,10,
4256,BRONX,4293,23,
4257,BRONX,4322,10,
4258,BRONX,4321,58,
4259,BRONX,4322,18,
4260,BRONX,4321,50,
4261,BRONX,4322,25,
4262,BRONX,4322,32,
4263,BRONX,3930,13,
4264,BRONX,3932,50,
4265,BRONX,4253,80,
4266,BRONX,4124,35,
4267,BRONX,4124,17,
4268,BRONX,4124,16,
4269,BRONX,4124,15,
4270,BRONX,4124,12,
4271,BRONX,4124,9,
4275,BRONX,4265,60,
4276,BRONX,4317,85,
4277,BRONX,4317,46,
4278,BRONX,4317,92,
4279,BRONX,4317,40,
4280,BRONX,4317,100,
4281,BRONX,4317,37,
4282,BRONX,4317,25,
4283,BRONX,4289,35,
4284,BRONX,4289,35,
4285,BRONX,4289,50,
4286,BRONX,4289,50,
4287,BRONX,4296,23,
4288,BRONX,4286,4,
4289,BRONX,4286,13,
4290,BRONX,4286,22,
4291,BRONX,4317,1,
4292,BRONX,4317,6,
4293,BRONX,4317,15,
4294,BRONX,4317,19,
4295,BRONX,4056,80,
4296,BRONX,4262,17,
4297,BRONX,4261,24,
4298,BRONX,4285,5,
4299,BRONX,3935,53,
4300,BRONX,3998,10,
4301,BRONX,4097,7,
4302,BRONX,3811,6,
4303,BRONX,4257,40,
4304,BRONX,4285,10,
4305,BRONX,4284,1,
4306,BRONX,4284,20,
4307,BRONX,4287,1,
4308,BRONX,4287,55,
4309,BRONX,4287,50,
4310,BRONX,4288,30,
4311,BRONX,4287,40,
4312,BRONX,4319,1,
4313,BRONX,4318,54,
4314,BRONX,4319,10,
4315,BRONX,4318,45,
4316,BRONX,4319,15,
4317,BRONX,4318,36,
4318,BRONX,4318,30,
4319,BRONX,4319,25,
4323,BRONX,4056,109,
4324,BRONX,4056,110,
4325,BRONX,4056,111,
4326,BRONX,3964,37,
4327,BRONX,3964,36,
4328,BRONX,3964,35,
4329,BRONX,3964,133,
4330,BRONX,3964,132,
4331,BRONX,3964,131,
4332,BRONX,396,30,
4333,BRONX,3964,28,
4334,BRONX,3964,27,
4335,BRONX,3964,26,
4336,BRONX,3964,25,
4337,BRONX,3964,24,
4338,BRONX,3964,22,
4339,BRONX,3964,18,
4340,BRONX,3964,16,
4341,BRONX,3944,7501,
4342,BRONX,3944,7501,
4343,BRONX,3944,7501,
4344,BRONX,3944,7501,
4345,BRONX,3944,7501,
4346,BRONX,3944,7501,
4347,BRONX,3944,7501,
4348,BRONX,3944,7501,
4349,BRONX,3944,7501,
4350,BRONX,3944,7501,
4351,BRONX,3944,7501,
4352,BRONX,3944,7501,
4353,BRONX,3944,7501,
4354,BRONX,3944,7501,
4355,BRONX,3944,7501,
4356,BRONX,3929,7501,
4357,BRONX,3938,7501,
4358,BRONX,3938,7501,
4359,BRONX,3812,17,
4360,BRONX,4124,45,
4361,BRONX,4124,62,
4362,BRONX,3812,1,
4363,BRONX,3812,55,
4364,BRONX,3821,71,
4365,BRONX,3820,42,
4366,BRONX,3964,1,
4367,BRONX,3972,19,
4371,BRONX,3819,1,
4372,BRONX,3818,28,
4373,BRONX,3819,61,
4374,BRONX,3818,29,
4375,BRONX,3819,59,
4376,BRONX,3818,31,
4377,BRONX,3819,57,
4378,BRONX,3818,34,
4379,BRONX,3819,55,
4380,BRONX,3819,50,
4381,BRONX,4052,33,
4382,BRONX,4259,31,
4383,BRONX,4285,1,
4384,BRONX,4285,16,
4385,BRONX,4288,45,
4386,BRONX,4319,50,
4387,BRONX,4319,45,
4388,BRONX,4320,5,
4389,BRONX,4320,14,
4390,BRONX,4319,40,
4391,BRONX,4319,30,
4392,BRONX,4050,47,
4393,BRONX,4045,23,
4394,BRONX,4298,22,
4395,BRONX,3963,35,
4396,BRONX,3970,27,
4397,BRONX,3972,38,
4398,BRONX,4055,38,
4399,BRONX,4055,38,
4400,BRONX,4055,44,
4401,BRONX,4055,48,
4402,BRONX,4290,93,
4403,BRONX,4322,1,
4404,BRONX,4322,57,
4405,BRONX,4323,18,
4406,BRONX,4322,51,
4407,BRONX,4322,43,
4408,BRONX,4323,35,
4409,BRONX,3937,7501,
4410,BRONX,3929,7501,
4411,BRONX,3931,6,
4412,BRONX,3938,7501,
4413,BRONX,3938,7501,
4414,BRONX,3938,7501,
4415,BRONX,3938,7501,
4419,BRONX,3938,7501,
4420,BRONX,3938,7501,
4421,BRONX,3938,7501,
4422,BRONX,3938,7501,
4423,BRONX,3938,7501,
4424,BRONX,3944,7501,
4425,BRONX,3944,7501,
4426,BRONX,3931,1,
4427,BRONX,3938,7501,
4428,BRONX,3943,7501,
4429,BRONX,3937,7501,
4430,BRONX,3938,7501,
4431,BRONX,3937,7501,
4432,BRONX,3938,7501,
4433,BRONX,3937,7501,
4434,BRONX,3943,7501,
4435,BRONX,3944,7501,
4436,BRONX,3944,7501,
4437,BRONX,3944,7501,
4438,BRONX,3944,7501,
4439,BRONX,3944,7501,
4440,BRONX,3944,7501,
4441,BRONX,3944,7501,
4442,BRONX,3943,7501,
4443,BRONX,3944,7501,
4444,BRONX,3943,7501,
4445,BRONX,3944,7501,
4446,BRONX,3944,7501,
4447,BRONX,3944,7501,
4448,BRONX,3944,7501,
4449,BRONX,3943,7501,
4450,BRONX,3943,7501,
4451,BRONX,3944,7501,
4452,BRONX,3944,7501,
4453,BRONX,3943,7501,
4454,BRONX,3944,7501,
4455,BRONX,3944,7501,
4456,BRONX,3943,7501,
4457,BRONX,3944,7501,
4458,BRONX,3944,7501,
4459,BRONX,3944,7501,
4460,BRONX,3943,7501,
4461,BRONX,3943,7501,
4462,BRONX,3943,7501,
4463,BRONX,3943,7501,
4467,BRONX,3943,7501,
4468,BRONX,3943,7501,
4469,BRONX,3943,7501,
4470,BRONX,3943,7501,
4471,BRONX,3943,7501,
4472,BRONX,3943,7501,
4473,BRONX,3938,7501,
4474,BRONX,3938,7501,
4475,BRONX,3938,7501,
4476,BRONX,3938,7501,
4477,BRONX,3944,7501,
4478,BRONX,3937,7501,
4479,BRONX,3937,7501,
4480,BRONX,3937,7501,
4481,BRONX,3944,7501,
4482,BRONX,3937,7501,
4483,BRONX,4127,38,
4484,BRONX,4033,5,
4485,BRONX,4035,5,
4486,BRONX,4055,19,
4487,BRONX,4046,13,
4488,BRONX,4324,1,
4489,BRONX,4323,52,
4490,BRONX,4323,51,
4491,BRONX,4323,50,
4492,BRONX,4323,40,
4493,BRONX,4290,8,
4494,BRONX,3805,78,
4495,BRONX,3813,12,
4496,BRONX,3813,37,
4497,BRONX,3822,16,
4498,BRONX,3934,18,
4499,BRONX,3934,24,
